"","location","price","mdy","timestamp","last4ccnum","H","loyaltynum"
"930","Hallowed Grounds",13.68,2014-01-13,2014-01-13 07:43:00,3492,"07","L7814"
"931","Hallowed Grounds",13.84,2014-01-16,2014-01-16 07:44:00,7889,"07","L6119"
"932","Hallowed Grounds",14.05,2014-01-07,2014-01-07 07:35:00,7889,"07","L6119"
"934","Hallowed Grounds",14.33,2014-01-15,2014-01-15 07:59:00,3492,"07","L7814"
"935","Hallowed Grounds",14.39,2014-01-15,2014-01-15 08:13:00,2681,"08","L1107"
"937","Hallowed Grounds",14.58,2014-01-17,2014-01-17 07:33:00,7889,"07","L6119"
"940","Hallowed Grounds",15.33,2014-01-09,2014-01-09 08:15:00,2681,"08","L1107"
"943","Hallowed Grounds",15.98,2014-01-17,2014-01-17 07:39:00,9617,"07","L5553"
"944","Hallowed Grounds",16.53,2014-01-06,2014-01-06 07:47:00,8129,"07","L8328"
"945","Hallowed Grounds",16.67,2014-01-14,2014-01-14 07:44:00,8129,"07","L8328"
"946","Hallowed Grounds",16.72,2014-01-06,2014-01-06 07:36:00,9617,"07","L5553"
"948","Hallowed Grounds",16.75,2014-01-10,2014-01-10 07:34:00,8129,"07","L8328"
"951","Hallowed Grounds",17.56,2014-01-09,2014-01-09 07:37:00,1310,"07","L8012"
"952","Hallowed Grounds",17.63,2014-01-10,2014-01-10 07:46:00,2681,"07","L1107"
"953","Hallowed Grounds",17.74,2014-01-16,2014-01-16 07:44:00,3492,"07","L7814"
"955","Hallowed Grounds",17.92,2014-01-16,2014-01-16 07:45:00,8129,"07","L8328"
"956","Hallowed Grounds",18.2,2014-01-16,2014-01-16 07:44:00,7108,"07","L6544"
"958","Hallowed Grounds",18.23,2014-01-16,2014-01-16 08:07:00,6691,"08","L6267"
"959","Hallowed Grounds",18.48,2014-01-09,2014-01-09 07:57:00,9617,"07","L5553"
"960","Hallowed Grounds",18.6,2014-01-17,2014-01-17 07:52:00,1874,"07","L4424"
"962","Hallowed Grounds",18.97,2014-01-07,2014-01-07 07:48:00,7108,"07","L6544"
"963","Hallowed Grounds",19.18,2014-01-13,2014-01-13 07:54:00,7108,"07","L6544"
"967","Hallowed Grounds",19.99,2014-01-14,2014-01-14 07:54:00,1874,"07","L4424"
"986","Hippokampos",8.43,2014-01-09,2014-01-09 13:41:00,9635,"13","L3191"
"987","Hippokampos",8.54,2014-01-12,2014-01-12 13:54:00,7889,"13","L6119"
"988","Hippokampos",8.64,2014-01-06,2014-01-06 13:57:00,1877,"13","L3014"
"990","Hippokampos",8.92,2014-01-17,2014-01-17 20:03:00,2540,"20","L5947"
"991","Hippokampos",9.03,2014-01-08,2014-01-08 13:15:00,4795,"13","L8566"
"992","Hippokampos",9.12,2014-01-09,2014-01-09 13:37:00,1321,"13","L4149"
"993","Hippokampos",9.13,2014-01-09,2014-01-09 20:41:00,2463,"20","L6886"
"995","Hippokampos",9.55,2014-01-14,2014-01-14 20:22:00,2463,"20","L6886"
"996","Hippokampos",10.12,2014-01-09,2014-01-09 21:38:00,9635,"21","L3191"
"1000","Hippokampos",10.35,2014-01-15,2014-01-15 20:23:00,1321,"20","L4149"
"1001","Hippokampos",10.38,2014-01-16,2014-01-16 13:30:00,2540,"13","L5947"
"1003","Hippokampos",10.52,2014-01-08,2014-01-08 19:21:00,1415,"19","L7783"
"1007","Hippokampos",11.56,2014-01-07,2014-01-07 20:02:00,1415,"20","L7783"
"1011","Hippokampos",11.93,2014-01-17,2014-01-17 20:54:00,7688,"20","L4164"
"1013","Hippokampos",12.55,2014-01-12,2014-01-12 13:25:00,2142,"13","L9637"
"1014","Hippokampos",12.57,2014-01-12,2014-01-12 14:04:00,1874,"14","L4424"
"1016","Hippokampos",12.86,2014-01-17,2014-01-17 21:58:00,9635,"21","L3191"
"1017","Hippokampos",13,2014-01-15,2014-01-15 13:24:00,6899,"13","L6267"
"1019","Hippokampos",13.05,2014-01-16,2014-01-16 13:35:00,6691,"13","L6267"
"1020","Hippokampos",13.26,2014-01-06,2014-01-06 13:23:00,4795,"13","L8566"
"1021","Hippokampos",13.84,2014-01-09,2014-01-09 13:51:00,1310,"13","L8012"
"1023","Hippokampos",14.57,2014-01-17,2014-01-17 13:27:00,4795,"13","L8566"
"1024","Hippokampos",14.89,2014-01-16,2014-01-16 13:43:00,1321,"13","L4149"
"1026","Hippokampos",15.02,2014-01-09,2014-01-09 20:05:00,2540,"20","L5947"
"1027","Hippokampos",15.64,2014-01-08,2014-01-08 20:49:00,8332,"20","L2070"
"1028","Hippokampos",15.77,2014-01-17,2014-01-17 13:31:00,6816,"13","L8148"
"1031","Hippokampos",16.37,2014-01-15,2014-01-15 20:24:00,1877,"20","L3014"
"1032","Hippokampos",16.53,2014-01-16,2014-01-16 13:30:00,7253,"13","L1682"
"1033","Hippokampos",16.54,2014-01-08,2014-01-08 19:28:00,2540,"19","L5947"
"1034","Hippokampos",16.59,2014-01-08,2014-01-08 13:26:00,7253,"13","L1682"
"1036","Hippokampos",16.73,2014-01-14,2014-01-14 14:16:00,8202,"14","L2343"
"1038","Hippokampos",17.17,2014-01-13,2014-01-13 12:27:00,4434,"12","L2169"
"1039","Hippokampos",17.18,2014-01-14,2014-01-14 13:57:00,6901,"13","L9363"
"1040","Hippokampos",17.21,2014-01-10,2014-01-10 20:50:00,8332,"20","L2070"
"1041","Hippokampos",17.27,2014-01-06,2014-01-06 20:52:00,7688,"20","L4164"
"1042","Hippokampos",17.66,2014-01-16,2014-01-16 13:19:00,8332,"13","L2070"
"1043","Hippokampos",18.18,2014-01-16,2014-01-16 13:44:00,7354,"13","L9254"
"1046","Hippokampos",19.07,2014-01-14,2014-01-14 13:37:00,3853,"13","L1485"
"1048","Hippokampos",19.76,2014-01-17,2014-01-17 19:40:00,7117,"19","L6417"
"1049","Hippokampos",19.88,2014-01-10,2014-01-10 19:56:00,7117,"19","L6417"
"1051","Hippokampos",20.17,2014-01-07,2014-01-07 20:01:00,1877,"20","L3014"
"1052","Hippokampos",20.61,2014-01-06,2014-01-06 21:52:00,8332,"21","L2070"
"1053","Hippokampos",20.84,2014-01-16,2014-01-16 21:13:00,7688,"21","L4164"
"1056","Hippokampos",21.2,2014-01-07,2014-01-07 21:03:00,2540,"21","L5947"
"1057","Hippokampos",21.33,2014-01-06,2014-01-06 20:46:00,1415,"20","L7783"
"1060","Hippokampos",22.13,2014-01-14,2014-01-14 21:31:00,2540,"21","L5947"
"1061","Hippokampos",22.18,2014-01-07,2014-01-07 21:51:00,8332,"21","L2070"
"1067","Hippokampos",23.66,2014-01-09,2014-01-09 21:12:00,8156,"21","L5224"
"1069","Hippokampos",24.41,2014-01-06,2014-01-06 20:46:00,7117,"20","L6417"
"1070","Hippokampos",24.96,2014-01-09,2014-01-09 21:01:00,6895,"21","L3366"
"1071","Hippokampos",25.09,2014-01-13,2014-01-13 14:04:00,9617,"14","L5553"
"1075","Hippokampos",26.31,2014-01-08,2014-01-08 20:53:00,7688,"20","L4164"
"1076","Hippokampos",26.55,2014-01-08,2014-01-08 13:12:00,8332,"13","L2070"
"1077","Hippokampos",26.79,2014-01-12,2014-01-12 19:44:00,8332,"19","L2070"
"1078","Hippokampos",26.8,2014-01-06,2014-01-06 20:36:00,1877,"20","L3014"
"1079","Hippokampos",26.96,2014-01-13,2014-01-13 14:21:00,4948,"14","L9406"
"1081","Hippokampos",27.15,2014-01-12,2014-01-12 19:22:00,1321,"19","L4149"
"1082","Hippokampos",27.21,2014-01-18,2014-01-18 19:35:00,6895,"19","L3366"
"1083","Hippokampos",27.47,2014-01-09,2014-01-09 13:29:00,2418,"13","L9018"
"1085","Hippokampos",27.93,2014-01-09,2014-01-09 13:36:00,9683,"13","L7291"
"1091","Hippokampos",28.79,2014-01-08,2014-01-08 13:48:00,9635,"13","L3191"
"1092","Hippokampos",29.13,2014-01-16,2014-01-16 20:13:00,1321,"20","L4149"
"1093","Hippokampos",29.2,2014-01-12,2014-01-12 13:35:00,7117,"13","L6417"
"1095","Hippokampos",29.22,2014-01-13,2014-01-13 20:35:00,2463,"20","L6886"
"1097","Hippokampos",29.93,2014-01-16,2014-01-16 13:48:00,9617,"13","L5553"
"1099","Hippokampos",30.51,2014-01-13,2014-01-13 13:28:00,9551,"13","L5777"
"1101","Hippokampos",30.88,2014-01-06,2014-01-06 14:04:00,4948,"14","L9406"
"1103","Hippokampos",31.14,2014-01-16,2014-01-16 13:36:00,1415,"13","L7783"
"1104","Hippokampos",31.47,2014-01-13,2014-01-13 21:12:00,8332,"21","L2070"
"1105","Hippokampos",31.59,2014-01-13,2014-01-13 20:42:00,1415,"20","L7783"
"1109","Hippokampos",32.01,2014-01-10,2014-01-10 13:40:00,2463,"13","L6886"
"1110","Hippokampos",32.29,2014-01-13,2014-01-13 21:13:00,7117,"21","L6417"
"1111","Hippokampos",32.4,2014-01-15,2014-01-15 13:42:00,1877,"13","L3014"
"1112","Hippokampos",32.63,2014-01-11,2014-01-11 19:27:00,9683,"19","L7291"
"1113","Hippokampos",32.66,2014-01-08,2014-01-08 20:02:00,6895,"20","L3366"
"1116","Hippokampos",34.03,2014-01-06,2014-01-06 13:20:00,6691,"13","L6267"
"1117","Hippokampos",35.12,2014-01-15,2014-01-15 20:10:00,9635,"20","L3191"
"1118","Hippokampos",35.34,2014-01-06,2014-01-06 20:20:00,1321,"20","L4149"
"1119","Hippokampos",35.73,2014-01-13,2014-01-13 13:24:00,7253,"13","L1682"
"1121","Hippokampos",36.01,2014-01-14,2014-01-14 13:17:00,7253,"13","L1682"
"1122","Hippokampos",36.17,2014-01-16,2014-01-16 13:26:00,6899,"13","L6267"
"1123","Hippokampos",36.54,2014-01-06,2014-01-06 13:35:00,2681,"13","L1107"
"1124","Hippokampos",36.7,2014-01-15,2014-01-15 13:12:00,8332,"13","L2070"
"1125","Hippokampos",37.16,2014-01-15,2014-01-15 21:42:00,8156,"21","L5224"
"1126","Hippokampos",37.57,2014-01-07,2014-01-07 14:11:00,8129,"14","L8328"
"1127","Hippokampos",37.88,2014-01-07,2014-01-07 21:17:00,2463,"21","L6886"
"1128","Hippokampos",37.89,2014-01-08,2014-01-08 13:31:00,1321,"13","L4149"
"1129","Hippokampos",38.19,2014-01-17,2014-01-17 21:29:00,2463,"21","L6886"
"1130","Hippokampos",38.21,2014-01-17,2014-01-17 13:16:00,2418,"13","L9018"
"1132","Hippokampos",38.25,2014-01-06,2014-01-06 13:58:00,8202,"13","L2343"
"1137","Hippokampos",39.64,2014-01-14,2014-01-14 19:44:00,1415,"19","L7783"
"1138","Hippokampos",39.8,2014-01-08,2014-01-08 13:43:00,9551,"13","L5777"
"1139","Hippokampos",39.89,2014-01-10,2014-01-10 13:58:00,6901,"13","L9363"
"1144","Hippokampos",46.32,2014-01-19,2014-01-19 19:44:00,6895,"19","L3366"
"1146","Hippokampos",48.23,2014-01-19,2014-01-19 19:43:00,8332,"19","L2070"
"1147","Hippokampos",49.21,2014-01-18,2014-01-18 20:01:00,1286,"20","L3288"
"1148","Hippokampos",49.23,2014-01-12,2014-01-12 19:35:00,6895,"19","L3366"
"1150","Hippokampos",52.21,2014-01-12,2014-01-12 19:51:00,8156,"19","L5224"
"1151","Hippokampos",52.31,2014-01-17,2014-01-17 13:38:00,1286,"13","L3288"
"1152","Hippokampos",53.21,2014-01-18,2014-01-18 19:36:00,2463,"19","L6886"
"1153","Hippokampos",55.03,2014-01-18,2014-01-18 20:26:00,7117,"20","L6417"
"1155","Hippokampos",63.17,2014-01-19,2014-01-19 19:56:00,2463,"19","L6886"
"1156","Hippokampos",63.21,2014-01-11,2014-01-11 19:45:00,8332,"19","L8566"
"1157","Hippokampos",63.21,2014-01-11,2014-01-11 19:45:00,8332,"19","L2070"
"1158","Hippokampos",63.21,2014-01-11,2014-01-11 19:29:00,4795,"19","L8566"
"1159","Hippokampos",63.21,2014-01-11,2014-01-11 19:29:00,4795,"19","L2070"
"1160","Hippokampos",63.21,2014-01-18,2014-01-18 19:42:00,8332,"19","L2070"
"1161","Hippokampos",63.32,2014-01-12,2014-01-12 20:38:00,7688,"20","L4164"
"1164","Hippokampos",66.21,2014-01-11,2014-01-11 19:26:00,7688,"19","L4164"
"1165","Hippokampos",66.63,2014-01-12,2014-01-12 19:29:00,1415,"19","L7783"
"1166","Hippokampos",67.37,2014-01-11,2014-01-11 19:53:00,9635,"19","L3191"
"1168","Hippokampos",69.8,2014-01-11,2014-01-11 20:27:00,7117,"20","L6417"
"1170","Hippokampos",70.23,2014-01-11,2014-01-11 20:23:00,1415,"20","L7783"
"1174","Hippokampos",72.5,2014-01-18,2014-01-18 20:11:00,1415,"20","L7783"
"1177","Hippokampos",78.21,2014-01-12,2014-01-12 20:05:00,9635,"20","L3191"
"1178","Hippokampos",78.96,2014-01-19,2014-01-19 20:16:00,1415,"20","L7783"
"1192","Hippokampos",101.25,2014-01-19,2014-01-19 19:43:00,9635,"19","L3191"
"1200","Jack's Magical Beans",3.96,2014-01-08,2014-01-08 12:00:00,6899,"12","L6267"
"1202","Jack's Magical Beans",5.22,2014-01-13,2014-01-13 12:00:00,9241,"12","L3288"
"1203","Jack's Magical Beans",5.3,2014-01-15,2014-01-15 12:00:00,9241,"12","L3288"
"1204","Jack's Magical Beans",5.46,2014-01-10,2014-01-10 12:00:00,8156,"12","L5224"
"1205","Jack's Magical Beans",6,2014-01-09,2014-01-09 12:00:00,3853,"12","L1485"
"1206","Jack's Magical Beans",6.95,2014-01-16,2014-01-16 12:00:00,2463,"12","L6886"
"1207","Jack's Magical Beans",7.57,2014-01-17,2014-01-17 12:00:00,6899,"12","L6267"
"1210","Jack's Magical Beans",9.12,2014-01-16,2014-01-16 12:00:00,6899,"12","L6267"
"1211","Jack's Magical Beans",9.64,2014-01-13,2014-01-13 12:00:00,8156,"12","L5224"
"1213","Jack's Magical Beans",10.11,2014-01-09,2014-01-09 12:00:00,6899,"12","L6267"
"1214","Jack's Magical Beans",11.03,2014-01-06,2014-01-06 12:00:00,6899,"12","L6267"
"1218","Jack's Magical Beans",12.37,2014-01-08,2014-01-08 12:00:00,8156,"12","L5224"
"1219","Jack's Magical Beans",12.56,2014-01-16,2014-01-16 12:00:00,8156,"12","L5224"
"1221","Jack's Magical Beans",14.86,2014-01-16,2014-01-16 12:00:00,9241,"12","L3288"
"1223","Jack's Magical Beans",15.69,2014-01-10,2014-01-10 12:00:00,6899,"12","L6267"
"1225","Jack's Magical Beans",16.29,2014-01-10,2014-01-10 12:00:00,9241,"12","L3288"
"1227","Jack's Magical Beans",17.52,2014-01-13,2014-01-13 12:00:00,2463,"12","L6886"
"1229","Jack's Magical Beans",18.1,2014-01-06,2014-01-06 12:00:00,2463,"12","L6886"
"1230","Jack's Magical Beans",18.31,2014-01-13,2014-01-13 12:00:00,6899,"12","L6267"
"1231","Jack's Magical Beans",18.59,2014-01-06,2014-01-06 12:00:00,9241,"12","L3288"
"1232","Jack's Magical Beans",18.77,2014-01-07,2014-01-07 12:00:00,9241,"12","L3288"
"1233","Jack's Magical Beans",18.78,2014-01-08,2014-01-08 12:00:00,9241,"12","L3288"
"1234","Jack's Magical Beans",19.11,2014-01-17,2014-01-17 12:00:00,9241,"12","L3288"
"1235","Jack's Magical Beans",19.54,2014-01-15,2014-01-15 12:00:00,2463,"12","L6886"
"1236","Jack's Magical Beans",19.61,2014-01-07,2014-01-07 12:00:00,8156,"12","L5224"
"1245","Kalami Kafenion",8.64,2014-01-06,2014-01-06 13:28:00,5407,"13","L4034"
"1246","Kalami Kafenion",8.86,2014-01-16,2014-01-16 13:49:00,7384,"13","L3800"
"1247","Kalami Kafenion",9.27,2014-01-16,2014-01-16 13:45:00,8202,"13","L2343"
"1249","Kalami Kafenion",10.94,2014-01-09,2014-01-09 14:04:00,8129,"14","L8328"
"1251","Kalami Kafenion",11.64,2014-01-07,2014-01-07 13:24:00,5407,"13","L4034"
"1252","Kalami Kafenion",11.83,2014-01-16,2014-01-16 13:48:00,3492,"13","L7814"
"1253","Kalami Kafenion",13.08,2014-01-06,2014-01-06 14:00:00,7117,"14","L6417"
"1254","Kalami Kafenion",14.59,2014-01-12,2014-01-12 13:55:00,3492,"13","L7814"
"1255","Kalami Kafenion",14.77,2014-01-08,2014-01-08 13:52:00,6816,"13","L8148"
"1256","Kalami Kafenion",15.15,2014-01-14,2014-01-14 13:24:00,8332,"13","L2070"
"1257","Kalami Kafenion",15.27,2014-01-14,2014-01-14 13:51:00,1321,"13","L4149"
"1259","Kalami Kafenion",17.38,2014-01-14,2014-01-14 13:24:00,9635,"13","L3191"
"1260","Kalami Kafenion",18.06,2014-01-07,2014-01-07 13:33:00,4795,"13","L8566"
"1261","Kalami Kafenion",18.14,2014-01-09,2014-01-09 13:38:00,7384,"13","L3800"
"1263","Kalami Kafenion",19.84,2014-01-09,2014-01-09 13:56:00,4948,"13","L9406"
"1264","Kalami Kafenion",20.02,2014-01-17,2014-01-17 13:51:00,1874,"13","L4424"
"1265","Kalami Kafenion",20.33,2014-01-13,2014-01-13 13:55:00,5368,"13","L2247"
"1267","Kalami Kafenion",22.14,2014-01-07,2014-01-07 13:46:00,7108,"13","L6544"
"1268","Kalami Kafenion",22.31,2014-01-06,2014-01-06 13:52:00,4434,"13","L2169"
"1269","Kalami Kafenion",22.39,2014-01-15,2014-01-15 13:08:00,8156,"13","L5224"
"1270","Kalami Kafenion",22.49,2014-01-08,2014-01-08 13:42:00,8202,"13","L2343"
"1271","Kalami Kafenion",22.83,2014-01-07,2014-01-07 13:45:00,1877,"13","L3014"
"1272","Kalami Kafenion",23.1,2014-01-14,2014-01-14 13:42:00,3492,"13","L7814"
"1273","Kalami Kafenion",23.82,2014-01-08,2014-01-08 13:45:00,3492,"13","L7814"
"1274","Kalami Kafenion",23.86,2014-01-11,2014-01-11 19:17:00,7819,"19","L5259"
"1275","Kalami Kafenion",24.08,2014-01-08,2014-01-08 13:29:00,5921,"13","L3295"
"1276","Kalami Kafenion",24.14,2014-01-18,2014-01-18 13:58:00,1321,"13","L4149"
"1277","Kalami Kafenion",24.21,2014-01-17,2014-01-17 13:53:00,8411,"13","L6110"
"1278","Kalami Kafenion",24.3,2014-01-10,2014-01-10 13:53:00,4434,"13","L2169"
"1282","Kalami Kafenion",26.17,2014-01-15,2014-01-15 13:35:00,1874,"13","L4424"
"1284","Kalami Kafenion",27.4,2014-01-06,2014-01-06 14:15:00,8129,"14","L8328"
"1285","Kalami Kafenion",27.48,2014-01-10,2014-01-10 13:45:00,5407,"13","L4034"
"1286","Kalami Kafenion",27.65,2014-01-14,2014-01-14 13:50:00,4948,"13","L9406"
"1288","Kalami Kafenion",27.73,2014-01-17,2014-01-17 13:58:00,7108,"13","L6544"
"1290","Kalami Kafenion",28.82,2014-01-15,2014-01-15 14:13:00,6901,"14","L9363"
"1292","Kalami Kafenion",30.12,2014-01-18,2014-01-18 13:19:00,5368,"13","L2247"
"1295","Kalami Kafenion",31.43,2014-01-08,2014-01-08 14:19:00,8129,"14","L8328"
"1296","Kalami Kafenion",31.96,2014-01-08,2014-01-08 13:44:00,7354,"13","L9254"
"1297","Kalami Kafenion",33.13,2014-01-14,2014-01-14 13:40:00,5407,"13","L4034"
"1298","Kalami Kafenion",34.98,2014-01-08,2014-01-08 14:15:00,7117,"14","L6417"
"1299","Kalami Kafenion",35.66,2014-01-11,2014-01-11 14:09:00,7117,"14","L6417"
"1300","Kalami Kafenion",35.69,2014-01-10,2014-01-10 13:30:00,3484,"13","L2490"
"1301","Kalami Kafenion",35.99,2014-01-09,2014-01-09 14:03:00,6691,"14","L6267"
"1302","Kalami Kafenion",37.15,2014-01-15,2014-01-15 13:36:00,8411,"13","L6110"
"1303","Kalami Kafenion",38.5,2014-01-15,2014-01-15 13:37:00,5407,"13","L4034"
"1304","Kalami Kafenion",38.91,2014-01-18,2014-01-18 13:28:00,2463,"13","L6886"
"1305","Kalami Kafenion",39.36,2014-01-11,2014-01-11 14:16:00,7108,"14","L6544"
"1308","Kalami Kafenion",42.73,2014-01-18,2014-01-18 14:02:00,8202,"14","L2343"
"1309","Kalami Kafenion",45.05,2014-01-07,2014-01-07 13:24:00,1286,"13","L3288"
"1312","Kalami Kafenion",50.2,2014-01-11,2014-01-11 20:04:00,1286,"20","L3288"
"1313","Kalami Kafenion",53.36,2014-01-18,2014-01-18 14:17:00,6901,"14","L9363"
"1318","Kalami Kafenion",101.5,2014-01-10,2014-01-10 13:35:00,9241,"13","L3288"
"1321","Kalami Kafenion",140.78,2014-01-17,2014-01-17 13:16:00,7253,"13","L1682"
"1322","Katerina’s Café",8.01,2014-01-09,2014-01-09 14:06:00,1877,"14","L3014"
"1323","Katerina’s Café",8.14,2014-01-10,2014-01-10 20:09:00,8411,"20","L6110"
"1324","Katerina’s Café",8.14,2014-01-18,2014-01-18 19:30:00,7889,"19","L6119"
"1325","Katerina’s Café",8.29,2014-01-13,2014-01-13 13:40:00,1874,"13","L4424"
"1326","Katerina’s Café",8.53,2014-01-08,2014-01-08 13:28:00,6899,"13","L6267"
"1327","Katerina’s Café",8.57,2014-01-09,2014-01-09 21:18:00,1310,"21","L8012"
"1328","Katerina’s Café",9.72,2014-01-18,2014-01-18 20:13:00,3853,"20","L1485"
"1329","Katerina’s Café",9.78,2014-01-11,2014-01-11 20:13:00,9405,"20","L3259"
"1330","Katerina’s Café",10.03,2014-01-14,2014-01-14 13:22:00,6895,"13","L3366"
"1331","Katerina’s Café",10.07,2014-01-07,2014-01-07 20:11:00,2142,"20","L9637"
"1332","Katerina’s Café",10.42,2014-01-09,2014-01-09 13:35:00,3853,"13","L1485"
"1335","Katerina’s Café",10.9,2014-01-07,2014-01-07 14:07:00,4434,"14","L2169"
"1336","Katerina’s Café",10.93,2014-01-16,2014-01-16 19:39:00,7889,"19","L6119"
"1337","Katerina’s Café",11.08,2014-01-16,2014-01-16 13:17:00,9683,"13","L7291"
"1341","Katerina’s Café",11.45,2014-01-15,2014-01-15 20:05:00,9617,"20","L5553"
"1342","Katerina’s Café",11.81,2014-01-12,2014-01-12 19:21:00,7253,"19","L1682"
"1343","Katerina’s Café",11.89,2014-01-14,2014-01-14 20:34:00,3492,"20","L7814"
"1344","Katerina’s Café",12.12,2014-01-15,2014-01-15 14:00:00,1310,"14","L8012"
"1346","Katerina’s Café",12.32,2014-01-06,2014-01-06 20:08:00,1874,"20","L4424"
"1347","Katerina’s Café",12.55,2014-01-11,2014-01-11 19:50:00,7889,"19","L6119"
"1348","Katerina’s Café",12.64,2014-01-12,2014-01-12 19:18:00,7889,"19","L6119"
"1349","Katerina’s Café",12.65,2014-01-14,2014-01-14 20:26:00,1874,"20","L4424"
"1351","Katerina’s Café",13.11,2014-01-17,2014-01-17 13:48:00,1321,"13","L4149"
"1352","Katerina’s Café",13.59,2014-01-06,2014-01-06 13:50:00,1874,"13","L4424"
"1355","Katerina’s Café",13.77,2014-01-15,2014-01-15 21:05:00,7253,"21","L1682"
"1357","Katerina’s Café",13.83,2014-01-08,2014-01-08 20:00:00,8411,"20","L6110"
"1358","Katerina’s Café",13.91,2014-01-16,2014-01-16 20:23:00,9617,"20","L5553"
"1363","Katerina’s Café",15.37,2014-01-12,2014-01-12 20:12:00,9405,"20","L3259"
"1365","Katerina’s Café",15.52,2014-01-06,2014-01-06 20:33:00,5921,"20","L3295"
"1367","Katerina’s Café",15.76,2014-01-10,2014-01-10 20:08:00,9405,"20","L3259"
"1369","Katerina’s Café",16.34,2014-01-12,2014-01-12 20:17:00,8411,"20","L6110"
"1371","Katerina’s Café",16.93,2014-01-08,2014-01-08 20:35:00,8202,"20","L2343"
"1372","Katerina’s Café",16.98,2014-01-09,2014-01-09 13:23:00,7792,"13","L5756"
"1373","Katerina’s Café",17.02,2014-01-09,2014-01-09 13:03:00,7253,"13","L1682"
"1375","Katerina’s Café",17.26,2014-01-07,2014-01-07 20:33:00,9617,"20","L5553"
"1379","Katerina’s Café",17.92,2014-01-06,2014-01-06 20:29:00,9405,"20","L3259"
"1380","Katerina’s Café",18.35,2014-01-07,2014-01-07 21:19:00,1310,"21","L8012"
"1381","Katerina’s Café",18.35,2014-01-14,2014-01-14 21:10:00,9617,"21","L5553"
"1382","Katerina’s Café",18.56,2014-01-06,2014-01-06 13:46:00,6899,"13","L6267"
"1383","Katerina’s Café",18.79,2014-01-16,2014-01-16 20:09:00,8129,"20","L8328"
"1384","Katerina’s Café",19.02,2014-01-09,2014-01-09 20:08:00,3492,"20","L7814"
"1386","Katerina’s Café",19.09,2014-01-17,2014-01-17 20:20:00,7253,"20","L1682"
"1388","Katerina’s Café",19.3,2014-01-18,2014-01-18 13:34:00,3484,"13","L2490"
"1389","Katerina’s Café",19.31,2014-01-18,2014-01-18 20:09:00,7354,"20","L9254"
"1390","Katerina’s Café",19.44,2014-01-16,2014-01-16 20:36:00,2142,"20","L9637"
"1391","Katerina’s Café",19.49,2014-01-07,2014-01-07 20:09:00,7253,"20","L1682"
"1392","Katerina’s Café",19.53,2014-01-07,2014-01-07 20:32:00,5921,"20","L3295"
"1394","Katerina’s Café",19.65,2014-01-06,2014-01-06 14:17:00,6901,"14","L9363"
"1395","Katerina’s Café",20.71,2014-01-11,2014-01-11 19:32:00,6691,"19","L6267"
"1396","Katerina’s Café",20.95,2014-01-14,2014-01-14 13:32:00,7354,"13","L9254"
"1397","Katerina’s Café",21.01,2014-01-17,2014-01-17 13:42:00,3547,"13","L9362"
"1399","Katerina’s Café",21.22,2014-01-10,2014-01-10 13:38:00,2418,"13","L9018"
"1400","Katerina’s Café",21.22,2014-01-17,2014-01-17 20:07:00,1310,"20","L8012"
"1401","Katerina’s Café",21.28,2014-01-10,2014-01-10 20:42:00,5407,"20","L4034"
"1405","Katerina’s Café",21.89,2014-01-10,2014-01-10 19:56:00,5921,"19","L3295"
"1406","Katerina’s Café",22.18,2014-01-17,2014-01-17 19:24:00,3492,"19","L7814"
"1408","Katerina’s Café",22.27,2014-01-07,2014-01-07 13:33:00,7889,"13","L6119"
"1409","Katerina’s Café",22.74,2014-01-18,2014-01-18 19:31:00,1874,"19","L4424"
"1411","Katerina’s Café",23.45,2014-01-11,2014-01-11 13:50:00,1321,"13","L4149"
"1412","Katerina’s Café",23.63,2014-01-06,2014-01-06 20:07:00,7253,"20","L1682"
"1414","Katerina’s Café",24.15,2014-01-15,2014-01-15 13:13:00,7792,"13","L5756"
"1415","Katerina’s Café",24.26,2014-01-13,2014-01-13 13:48:00,3492,"13","L7814"
"1416","Katerina’s Café",24.33,2014-01-10,2014-01-10 13:47:00,2142,"13","L9637"
"1419","Katerina’s Café",25.36,2014-01-10,2014-01-10 13:36:00,7354,"13","L9254"
"1420","Katerina’s Café",25.4,2014-01-14,2014-01-14 20:50:00,8411,"20","L6110"
"1421","Katerina’s Café",25.54,2014-01-07,2014-01-07 20:33:00,6691,"20","L6267"
"1422","Katerina’s Café",25.62,2014-01-10,2014-01-10 13:47:00,6895,"13","L3366"
"1423","Katerina’s Café",25.76,2014-01-11,2014-01-11 20:00:00,4948,"20","L9406"
"1424","Katerina’s Café",25.85,2014-01-09,2014-01-09 13:27:00,8156,"13","L5224"
"1426","Katerina’s Café",26.02,2014-01-11,2014-01-11 14:17:00,2142,"14","L9637"
"1427","Katerina’s Café",26.1,2014-01-06,2014-01-06 20:59:00,3492,"20","L7814"
"1428","Katerina’s Café",26.15,2014-01-13,2014-01-13 13:34:00,6899,"13","L6267"
"1429","Katerina’s Café",26.45,2014-01-08,2014-01-08 13:41:00,2142,"13","L9637"
"1430","Katerina’s Café",26.46,2014-01-06,2014-01-06 19:08:00,8129,"19","L8328"
"1431","Katerina’s Café",26.51,2014-01-06,2014-01-06 21:12:00,4948,"21","L9406"
"1432","Katerina’s Café",26.6,2014-01-09,2014-01-09 19:30:00,5921,"19","L9406"
